3.e-6,1.0159101176262519e-7,0.14683582995552788
3.239325486983129e-6,7.300929074128732e-8,0.0968622699564557
3.4977432035394953e-6,5.266240031871239e-8,0.06412360386122694
3.7767762353825017e-6,3.815029214911072e-8,0.04261486494804515
4.078069172635577e-6,2.7773835766442247e-8,0.02844008299219952
4.403397802866208e-6,2.0332007496825486e-8,0.019093175311709284
4.75467957738334e-6,1.4976549271318613e-8,0.012936668907374506
5.133984912485342e-6,1.1108177160158518e-8,0.00885215614688752
5.543549392266874e-6,8.303188143824559e-9,0.006132435527894613
5.985786944906639e-6,6.261866429907612e-9,0.004315529462303814
6.463304070095652e-6,4.771613690936485e-9,0.003098570949458679
6.978915201460879e-6,3.6808078719341406e-9,0.0022774903711509902
7.5356592945287405e-6,2.8807623898360267e-9,0.001721789423169557
8.136817737996086e-6,2.293138477082225e-9,0.0013452540320751227
8.785933693875711e-6,1.86115301430251e-9,0.0010895624988206884
9.48683298050514e-6,1.5433992815014554e-9,0.0009154210076162578
0.000010243646621500805,1.3095907652460046e-9,0.0007967680552898792
0.000011060835193558726,1.1375214896257258e-9,0.0007160555017570824
0.000011943215116604916,1.0108803434971914e-9,0.0006610436213399823
0.000012895987041246831,9.176655569179615e-10,0.00062352012138758
0.000013924766500838338,8.490491983727958e-10,0.000597936952645466
0.000015035617008818167,7.985382030907005e-10,0.0005805380509217526
0.00001623508579639391,7.61353092477903e-10,0.0005686673689689529
0.00001753024240120553,7.339752559979371e-10,0.0005605711505404405
0.000018928720334405797,7.138158378575227e-10,0.0005550549945846739
0.000020438762071738836,6.989704472350283e-10,0.0005512996138565343
0.00002206926763378924,6.880367112260494e-10,0.0005487374452304618
0.000023829847041728447,6.799824578715587e-10,0.00054698973663725
0.000025730876957726823,6.740482411678529e-10,0.0005457996202716056
0.000027783561843863803,6.696752678950415e-10,0.0005449883846287578
